text,text_raw,label
pine before version 3.94 allows local users to gain privileges via a symlink attack on a lockfile that is created when a user receives new mail.,Pine before version 3.94 allows local users to gain privileges via a symlink attack on a lockfile that is created when a user receives new mail.,Média
sendmail before 8.6.7 allows local users to gain root access via a large value in the debug (-d) command line option.,Sendmail before 8.6.7 allows local users to gain root access via a large value in the debug (-d) command line option.,Alta
ppl program in hp-ux allows local users to create root files through symlinks.,ppl program in HP-UX allows local users to create root files through symlinks.,Alta
vulnerability in a certain system call in sco unixware 2.0.x and 2.1.0 allows local users to access arbitrary files and gain root privileges.,Vulnerability in a certain system call in SCO UnixWare 2.0.x and 2.1.0 allows local users to access arbitrary files and gain root privileges.,Alta
buffer overflow and denial of service in sendmail 8.7.5 and earlier through gecos field gives root access to local users.,Buffer overflow and denial of service in Sendmail 8.7.5 and earlier through GECOS field gives root access to local users.,Alta
"cwe: cwe-264 | (1) bash before 1.14.7, and (2) tcsh 6.05 allow local users to gain privileges via directory names that contain shell metacharacters (` back-tick), which can cause the commands enclosed in the directory name to be executed when the shell expands filenames using the \w option in the ps1 variable.","cwe: cwe-264 | (1) bash before 1.14.7, and (2) tcsh 6.05 allow local users to gain privileges via directory names that contain shell metacharacters (` back-tick), which can cause the commands enclosed in the directory name to be executed when the shell expands filenames using the \w option in the PS1 variable.",Média
"transarc dce distributed file system (dfs) 1.1 for solaris 2.4 and 2.5 does not properly initialize the grouplist for users who belong to a large number of groups, which could allow those users to gain access to resources that are protected by dfs.","Transarc DCE Distributed File System (DFS) 1.1 for Solaris 2.4 and 2.5 does not properly initialize the grouplist for users who belong to a large number of groups, which could allow those users to gain access to resources that are protected by DFS.",Média
"denial of service when an attacker sends many syn packets to create multiple connections without ever sending an ack to complete the connection, aka syn flood.","Denial of service when an attacker sends many SYN packets to create multiple connections without ever sending an ACK to complete the connection, aka SYN flood.",Média
hpux sysdiag allows local users to gain root privileges via a symlink attack during log file creation.,HPUX sysdiag allows local users to gain root privileges via a symlink attack during log file creation.,Média
mime buffer overflow in sendmail 8.8.0 and 8.8.1 gives root access.,MIME buffer overflow in Sendmail 8.8.0 and 8.8.1 gives root access.,Alta
hp remote watch allows a remote user to gain root access.,HP Remote Watch allows a remote user to gain root access.,Alta
hp-ux gwind program allows users to modify arbitrary files.,HP-UX gwind program allows users to modify arbitrary files.,Média
buffer overflow in xmcd 2.1 allows local users to gain access through a user resource setting.,Buffer overflow in xmcd 2.1 allows local users to gain access through a user resource setting.,Alta
bash treats any character with a value of 255 as a command separator.,Bash treats any character with a value of 255 as a command separator.,Média
pasv core dump in wu-ftpd daemon when attacker uses a quote pasv command after specifying a username and password.,PASV core dump in wu-ftpd daemon when attacker uses a QUOTE PASV command after specifying a username and password.,Média
"buffer overflow in lpr, as used in bsd-based systems including linux, allows local users to execute arbitrary code as root via a long -c (classification) command line option.","Buffer overflow in lpr, as used in BSD-based systems including Linux, allows local users to execute arbitrary code as root via a long -C (classification) command line option.",Alta
the workman program can be used to overwrite any file to get root access.,The WorkMan program can be used to overwrite any file to get root access.,Alta
"indigo magic system tour in the sgi system tour package (systour) for irix 5.x through 6.3 allows local users to gain root privileges via a trojan horse .exitops program, which is called by the inst command that is executed by the removesystemtour program.","Indigo Magic System Tour in the SGI system tour package (systour) for IRIX 5.x through 6.3 allows local users to gain root privileges via a Trojan horse .exitops program, which is called by the inst command that is executed by the RemoveSystemTour program.",Alta
fpkg2swpk in hp-ux allows local users to gain root access.,fpkg2swpk in HP-UX allows local users to gain root access.,Alta
buffer overflow in mstm in hp-ux allows local users to gain root access.,Buffer overflow in mstm in HP-UX allows local users to gain root access.,Alta
vulnerability in ppl in hp-ux 10.x and earlier allows local users to gain root privileges by forcing ppl to core dump.,Vulnerability in ppl in HP-UX 10.x and earlier allows local users to gain root privileges by forcing ppl to core dump.,Alta
local users can start sendmail in daemon mode and gain root privileges.,Local users can start Sendmail in daemon mode and gain root privileges.,Alta
dxchpwd in digital unix (osf/1) 3.x allows local users to modify arbitrary files via a symlink attack on the dxchpwd.log file.,dxchpwd in Digital Unix (OSF/1) 3.x allows local users to modify arbitrary files via a symlink attack on the dxchpwd.log file.,Baixa
kerberos 4 allows remote attackers to obtain sensitive information via a malformed udp packet that generates an error string that inadvertently includes the realm name and the last user.,Kerberos 4 allows remote attackers to obtain sensitive information via a malformed UDP packet that generates an error string that inadvertently includes the realm name and the last user.,Média
buffer overflow in cddbd cd database server allows remote attackers to execute arbitrary commands via a long log message.,Buffer overflow in cddbd CD database server allows remote attackers to execute arbitrary commands via a long log message.,Alta
buffer overflow in hp-ux newgrp program.,Buffer overflow in HP-UX newgrp program.,Alta
fsdump command in irix allows local users to obtain root access by modifying sensitive files.,fsdump command in IRIX allows local users to obtain root access by modifying sensitive files.,Alta
sendmail allows local users to write to a file and gain group permissions via a .forward or :include: file.,Sendmail allows local users to write to a file and gain group permissions via a .forward or :include: file.,Média
